,title,genre,votes,rating,release_year,plot,poster,imdb_id
289,Star Wars: Episode VIII - The Last Jedi,Action,531361.0,7.0,2017,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker,who is unsettled by the strength of her powers. Meanwhile,the Resistance prepares for battle with the First Order","https://m.media-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",tt2527336
287,Star Wars: Episode IX - The Rise of Skywalker,Action,295585.0,6.7,2019,"The surviving members of the resistance face the First Order once again,and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end","https://m.media-amazon.com/images/M/MV5BMDljNTQ5ODItZmQwMy00M2ExLTljOTQtZTVjNGE2NTg0NGIxXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",
296,Once Upon a Time in the West,Western,285258.0,8.5,1968,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0064116
297,Pod livnem pul,Drama,33.0,6.6,2006,Crimea Ukraine ca 1942. WWII. An elite squad of razvedchiks - army scouts - is sent deep behind German lines on a series of dangerous but vital reconnaissance missions for the Red Army.,https://m.media-amazon.com/images/M/MV5BNDlkZmUwMGEtMTJmNC00ODlmLTk3NjYtMDc1MjViOWRlM2YxXkEyXkFqcGdeQXVyNjExMjE5OTM@._V1_SX300.jpg,tt0902116
298,Un homme pressé,Comedy,956.0,6.4,2018,Based on the life of the former head of Peugeot Christian Stieff the film serves as a wake up call for those enslaved in the unrelenting arduousness of contemporary existence. A high ...,https://m.media-amazon.com/images/M/MV5BZjU1MGQyN2MtYjIyMC00YTVkLTlmMWUtZThiOTJiOTQxYTVmXkEyXkFqcGdeQXVyMjY1OTM1Mzc@._V1_SX300.jpg,tt6948326
299,Pulp,Comedy,2033.0,6.0,1972,A seedy writer of sleazy pulp novels is recruited by a quirky reclusive ex-actor to help him write his biography at his house in Malta.,https://m.media-amazon.com/images/M/MV5BYjA1YTc5YTEtOWRkMy00MjY0LWFhN2YtM2JkYzFlOTcxMTFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0069134
301,Raiders of the Lost Ark,Action,844506.0,8.4,1981,In 1936 archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.,https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SX300.jpg,tt0082971
302,E.T. the Extra-Terrestrial,Family,353257.0,7.8,1982,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0083866
304,The Terminator,Action,768770.0,8.0,1984,In 1984 a human soldier is tasked to stop an indestructible cyborg killing machine both sent from 2029 from executing a young woman whose unborn son is the key to humanity's future salvation.,https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0088247
305,Back to the Future,Adventure,985123.0,8.5,1985,Marty McFly a 17-year-old high school student is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend the eccentric scientist Doc Brown.,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0088763
306,The Fly,Drama,151646.0,7.5,1986,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,https://m.media-amazon.com/images/M/MV5BODcxMGMwOGEtMDUxMi00MzE5LTg4YTYtYjk1YjA4MzQxNTNlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0091064
307,The Princess Bride,Adventure,374688.0,8.1,1987,While home sick in bed a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles enemies and allies in his quest to be reunited with his true love.,https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,tt0093779
308,Grave of the Fireflies,Animation,213046.0,8.5,1988,A young boy and his little sister struggle to survive in Japan during World War II.,https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,tt0095327
309,Indiana Jones and the Last Crusade,Action,660318.0,8.2,1989,In 1938 after his father Professor Henry Jones Sr. goes missing while pursuing the Holy Grail Professor Henry Indiana Jones Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.,https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0097576
310,Back to the Future Part III,Adventure,379333.0,7.4,1990,Stranded in 1955 Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean the two must figure how to escape the Old West before Emmett is murdered.,https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0099088
311,The Silence of the Lambs,Crime,1194897.0,8.6,1991,A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer a madman who skins his victims.,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0102926
312,The Last of the Mohicans,Action,141645.0,7.7,1992,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,tt0104691
313,The Nightmare Before Christmas,Animation,279774.0,8.0,1993,Jack Skellington king of Halloween Town discovers Christmas Town but his attempts to bring Christmas to his home causes confusion.,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX300.jpg,tt0107688
314,The Shawshank Redemption,Drama,2217195.0,9.3,1994,Two imprisoned men bond over a number of years finding solace and eventual redemption through acts of common decency.,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0111161
315,The Usual Suspects,Crime,944220.0,8.5,1995,A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat which began when five criminals met at a seemingly random police lineup.,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0114814
316,The Rock,Action,301597.0,7.4,1996,A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men led by a renegade general threaten a nerve gas attack from Alcatraz against San Francisco.,https://m.media-amazon.com/images/M/MV5BZDJjOTE0N2EtMmRlZS00NzU0LWE0ZWQtM2Q3MWMxNjcwZjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0117500
317,The Fifth Element,Action,416870.0,7.7,1997,In the colorful future a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.,https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,tt0119116
318,The Truman Show,Comedy,881234.0,8.1,1998,An insurance salesman discovers his whole life is actually a reality TV show.,https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0120382
319,The Matrix,Action,1584862.0,8.7,1999,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0133093
320,Meet the Parents,Comedy,300653.0,7.0,2000,Male nurse Greg Focker meets his girlfriend's parents before proposing but her suspicious father is every date's worst nightmare.,https://m.media-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0212338
321,The Elephant Man,Biography,208304.0,8.1,1980,A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade there is revealed a person of kindness intelligence and sophistication.,https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0080678
322,Tarzan the Ape Man,Adventure,4988.0,3.4,1981,While on an African expedition with her father Jane Parker meets Tarzan and the two become fascinated by each other.,https://m.media-amazon.com/images/M/MV5BZGU5ZTUyZmMtZjExYy00MDAzLTljZTEtMGE0MWI5YWFiYTJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0083170
323,Honkytonk Man,Comedy,7591.0,6.6,1982,A boy with a music talent goes on a journey with his uncle for a stage concert.,https://m.media-amazon.com/images/M/MV5BZmNlMTE4MjktMTBjYi00Yjc5LWFlYjMtMDU5YWE4YzVhNTdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,tt0084088
324,The Man with Two Brains,Comedy,23241.0,6.4,1983,A brain surgeon marries a femme fatale causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.,https://m.media-amazon.com/images/M/MV5BZTY3NzkwMWQtMDU1Ny00OTBhLWIzYzAtMmMwZTFmMmU4NmI2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,tt0085894
325,Repo Man,Action,31939.0,6.9,1984,A young punk recruited by a car repossession agency finds himself in pursuit of a Chevrolet Malibu that is wanted for a $20000 bounty - and has something otherworldly stashed in its trunk.,https://m.media-amazon.com/images/M/MV5BNzdkMzVhNTgtMjlhNC00M2JkLWI3MzktYzdkNzYxNTk1NjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0087995
326,The Man with One Red Shoe,Comedy,14064.0,5.7,1985,A man picked randomly out of a crowd is made the target of CIA survelliance and pursuit.,https://m.media-amazon.com/images/M/MV5BMTJjMWQyODItYjUwNC00ZmVhLWFjOGYtMmI3MTRjYjRjY2U0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0089543
327,Soul Man,Comedy,7279.0,5.2,1986,To achieve his dream of attending Harvard a pampered teen poses as a young black man to receive a full scholarship.,https://m.media-amazon.com/images/M/MV5BY2M1ZTI5MGUtMDQ1ZS00ZmJkLWFmNjYtNWIzODE2MWI2ZGJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0091991
328,The Running Man,Action,135639.0,6.7,1987,A wrongly convicted man must try to survive a public execution gauntlet staged as a game show.,https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,tt0093894
329,Rain Man,Drama,454437.0,8.0,1988,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0095953
331,Cadillac Man,Comedy,12739.0,5.7,1990,Joey gets 2 days to sell 12 cars to keep his job and keep his girlfriends happy. It gets worse. He's juggling 3 buyers when a guy with a machine gun crashes into the car dealership and takes everybody hostage.,https://m.media-amazon.com/images/M/MV5BNjk0NzQyODQ0OV5BMl5BanBnXkFtZTcwNzM2NjgyNA@@._V1_SX300.jpg,tt0099204
332,Harley Davidson and the Marlboro Man,Action,17743.0,6.2,1991,Forced by the imminent foreclosure of their friend's bar two lifelong buddies will decide to rob a bank's armoured car not knowing that its cargo is not money but a new street drug.,https://m.media-amazon.com/images/M/MV5BZmRiNGVjMGYtZDMzOC00ZmU2LTk0YWItZDczMGE3YzZjYTQwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,tt0102005
333,Encino Man,Comedy,35908.0,5.8,1992,When they find a frozen caveman in their back yard two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.,https://m.media-amazon.com/images/M/MV5BZjc5OGIzYTUtYjFkYy00NDcxLTgwMzUtNzRlMTJmZjZkZDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,tt0104187
334,Demolition Man,Action,151001.0,6.7,1993,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,tt0106697
335,Spider-Man: The Animated Series,Animation,24829.0,8.3,1994,A young man with spider-like abilities fights crime as a superhero in New York City while trying to have a normal personal life.,https://m.media-amazon.com/images/M/MV5BMmQ1NzBlYmItNmZkZi00OTZkLTg5YTEtNTI5YjczZjk3Yjc1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0112175
338,Austin Powers: International Man of Mystery,Adventure,213984.0,7.0,1997,A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s where his social attitudes are glaringly out of place.,https://m.media-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt0118655
339,The Man in the Iron Mask,Action,151222.0,6.5,1998,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,https://m.media-amazon.com/images/M/MV5BZjM2YzcxMmQtOTc2Mi00YjdhLWFlZjUtNmFmMDQzYzU2YTk5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0120744
340,Man on the Moon,Biography,120205.0,7.4,1999,The life and career of legendary comedian Andy Kaufman.,https://m.media-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0125664
341,Hollow Man,Action,118998.0,5.8,2000,When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility he slowly unravels and turns against them with horrific consequences.,https://m.media-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0164052
342,The Man Who Wasn't There,Crime,100137.0,7.5,2001,A laconic chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning but his plan goes terribly wrong.,https://m.media-amazon.com/images/M/MV5BYjEwMGZkYTgtMTA5Ny00OWFhLTgzMWItYjhhMWUxYTIxNDgwXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,tt0243133
343,Spider-Man,Action,662219.0,7.3,2002,When bitten by a genetically modified spider a nerdy shy and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,tt0145487
344,A Man Apart,Action,43248.0,6.1,2003,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,https://m.media-amazon.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,tt0266465
345,Spider-Man 2,Action,521043.0,7.3,2004,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0316654
346,Cinderella Man,Biography,170693.0,8.0,2005,The story of James J. Braddock (Russell Crowe) a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.,https://m.media-amazon.com/images/M/MV5BODEyYmQxZjUtZGQ0NS00ZTAwLTkwOGQtNGY2NzEwMWE0MDc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0352248
347,Inside Man,Crime,323827.0,7.6,2006,A police detective a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.,https://m.media-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0454848
348,Spider-Man 3,Action,480601.0,6.2,2007,A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains temptations and revenge.,https://m.media-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt0413300
350,"I Love You,Man",Comedy,189374.0,7.0,2009,Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée can the trio learn to live happily ever after?,https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg,tt1155056
351,Iron Man 2,Action,688828.0,7.0,2010,With the world now aware of his identity as Iron Man Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.,https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg,tt1228705
352,Last Man Standing,Comedy,27589.0,7.6,2011,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,https://m.media-amazon.com/images/M/MV5BMDg1OTYxYWEtNWEyYi00OWJjLWI5MjktMTI1ZWE3YjBlMGQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,tt1828327
353,Man,Animation,214.0,7.7,2012,500000 years ago the modern man appears. He treats the animals and nature as a consumer with frivolity and cruelty and pridefully turns the world into a dumpster. However someone is watching.,https://m.media-amazon.com/images/M/MV5BZGJjOTBkZmQtYjZlNy00YmIwLTg3YmQtMjEwNTgyNTk3YjFiXkEyXkFqcGdeQXVyMzQ5MjE2ODI@._V1_SX300.jpg,tt3175218
354,Iron Man 3,Action,726152.0,7.2,2013,When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin he starts an odyssey of rebuilding and retribution.,https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_SX300.jpg,tt1300854
21,The Amazing Spider-Man 2,Action,402143.0,6.6,2014,When New York is put under siege by Oscorp it is up to Spider-Man to save the city he swore to protect as well as his loved ones.,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,tt1872181
129,Ant-Man,Action,535953.0,7.3,2015,Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength cat burglar Scott Lang must embrace his inner hero and help his mentor Dr. Hank Pym plan and pull off a heist that will save the world.,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,tt0478970
251,Swiss Army Man,Comedy,99283.0,7.0,2016,A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,https://m.media-amazon.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_SX300.jpg,tt4034354
358,Spider-Man: Homecoming,Action,473931.0,7.4,2017,Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man and finds himself on the trail of a new menace prowling the skies of New York City.,https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_SX300.jpg,tt2250912
359,Spider-Man: Into the Spider-Verse,Animation,302962.0,8.4,2018,Teen Miles Morales becomes Spider-Man of his reality crossing his path with five counterparts from other dimensions to stop a threat for all realities.,https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_SX300.jpg,tt4633694
360,Spider-Man: Far from Home,Action,269287.0,7.5,2019,Following the events of Avengers: Endgame (2019) Spider-Man must step up to take on new threats in a world that has changed forever.,https://m.media-amazon.com/images/M/MV5BMGZlNTY1ZWUtYTMzNC00ZjUyLWE0MjQtMTMxN2E3ODYxMWVmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,tt6320628
361,The Train,Action,129.0,6.6,1970,Hardworking capable honest and dedicated CBI inspector Shyam Kumar is assigned the case of bringing to justice the criminals behind the use of fake cheques to purchase commodities. The ...,https://m.media-amazon.com/images/M/MV5BNWI3OWM4OWYtMTBlNC00ZDIzLTk1MzItMWI3NzJjNmFkNzIyXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_SX300.jpg,tt0246286
362,Soul Train,Music,455.0,7.9,1971,Created by music impresario Don Cornelius Soul Train is an African-American focused music-dance television program that spanned 35 years primarily featuring performances by R&B soul funk pop and hip hop artists.,https://m.media-amazon.com/images/M/MV5BMmJiNmY3MTYtMzE2Mi00ZGIwLTg1YmItYmJjZWNlYTBhY2Y3XkEyXkFqcGdeQXVyODQ1NTk5OQ@@._V1_SX300.jpg,tt0161194
